customer_id,province,district,cluster_id,cluster_name,age,gender,budget_min_npr,budget_max_npr,preferred_brand,brand_loyalty_score,gaming_interest,camera_interest,battery_interest,display_interest,performance_interest,software_interest,value_interest,chipset_tier
CUST-4A0FF2B3,Lumbini Province,Banke,2,Premium Flagship Shopper,52,Male,106542,197118,Honor,0.0,53.5,44.5,62.9,46.3,64.3,47.8,79.0,Flagship
CUST-4A239EE3,Bagmati Province,Lalitpur,1,Mainstream Mid-Range Shopper,41,Male,28607,86833,Samsung,0.25,53.6,59.6,85.9,49.2,43.9,57.6,64.2,Mid
CUST-4A4ADA61,Sudurpashchim Province,Kailali,1,Mainstream Mid-Range Shopper,41,Female,35828,87345,Xiaomi,0.33,55.4,47.7,58.0,56.5,60.2,55.1,65.5,Mid
CUST-4A582B58,Bagmati Province,Sindhupalchok,1,Mainstream Mid-Range Shopper,44,Female,43363,73388,Xiaomi,0.8,43.5,48.2,51.6,74.6,63.9,47.4,58.1,Mid
CUST-4A815923,Karnali Province,Jajarkot,1,Mainstream Mid-Range Shopper,50,Male,30876,56531,Honor,0.2,65.9,52.8,43.7,57.3,42.6,64.0,54.7,Mid
CUST-4A89A408,Karnali Province,Western Rukum,1,Mainstream Mid-Range Shopper,30,Male,36378,79575,Samsung,0.4,51.1,55.9,61.3,66.3,67.6,85.2,54.8,Mid
CUST-4A902C85,Koshi Province,Morang,0,Hardcore Gamer (Flagship),59,Male,9997,25626,Oppo,0.5,85.0,64.0,48.1,59.0,80.4,52.1,47.9,Flagship
CUST-4AA0BAE1,Bagmati Province,Kavrepalanchok,2,Premium Flagship Shopper,42,Male,94535,178349,Xiaomi,0.33,46.8,49.2,73.0,43.6,45.5,52.2,59.2,Flagship
CUST-4AB25599,Gandaki Province,Manang,2,Premium Flagship Shopper,35,Female,78618,202912,Apple,1.0,37.8,93.4,45.9,53.0,46.3,62.9,65.2,Flagship
CUST-4AB4D232,Madhesh Province,Sarlahi,2,Premium Flagship Shopper,58,Female,86483,166799,Samsung,0.67,54.2,50.5,60.2,54.8,51.9,57.8,74.5,Flagship
CUST-4AC53086,Gandaki Province,Mustang,1,Mainstream Mid-Range Shopper,57,Female,32649,68846,Huawei,1.0,54.7,55.5,69.4,54.6,43.0,46.7,65.4,Mid
CUST-4AD3D9FF,Madhesh Province,Dhanusha,1,Mainstream Mid-Range Shopper,57,Male,44726,83877,Xiaomi,0.75,46.5,61.2,57.7,66.7,58.5,64.7,49.4,Mid
CUST-4AD7C9A2,Sudurpashchim Province,Kailali,1,Mainstream Mid-Range Shopper,44,Female,39494,87209,Honor,1.0,46.7,58.5,54.3,52.2,57.8,49.6,84.7,Mid
CUST-4B0EBC26,Bagmati Province,Kavrepalanchok,1,Mainstream Mid-Range Shopper,45,Female,21819,63281,Xiaomi,0.67,42.9,48.4,83.3,41.2,40.4,47.9,68.6,Mid
CUST-4B1B7F16,Bagmati Province,Makwanpur,1,Mainstream Mid-Range Shopper,27,Male,25493,66435,Motorola,0.33,41.8,45.5,67.4,50.4,51.9,51.7,73.2,Mid
CUST-4B2069F9,Koshi Province,Morang,1,Mainstream Mid-Range Shopper,44,Female,32475,85644,Xiaomi,0.75,48.7,44.4,61.8,72.4,59.5,66.4,48.7,Mid
CUST-4B279A21,Madhesh Province,Parsa,3,Budget Buyer,48,Female,12862,33688,Honor,0.67,55.4,55.5,66.3,52.4,47.4,52.1,64.4,Budget
CUST-4B296F70,Sudurpashchim Province,Achham,2,Premium Flagship Shopper,61,Male,118772,235215,Apple,0.5,62.0,47.1,52.3,62.2,82.4,81.0,44.6,Flagship
CUST-4B310BE1,Bagmati Province,Sindhupalchok,2,Premium Flagship Shopper,55,Male,76187,222884,Xiaomi,0.33,50.8,60.4,93.0,47.6,55.6,58.4,67.4,Flagship
CUST-4B4796F5,Gandaki Province,Kaski,2,Premium Flagship Shopper,44,Male,103640,134047,Huawei,1.0,56.2,63.2,74.3,41.7,53.4,48.7,53.3,Flagship
CUST-4B51DB4C,Gandaki Province,Kaski,1,Mainstream Mid-Range Shopper,56,Female,37161,57851,Oppo,0.2,48.0,87.0,45.8,52.9,51.8,61.3,50.4,Mid
CUST-4B6F118F,Lumbini Province,Banke,1,Mainstream Mid-Range Shopper,52,Female,21983,61729,Xiaomi,0.0,58.7,62.0,63.5,61.0,68.8,50.2,55.9,Mid
CUST-4B7586EA,Madhesh Province,Siraha,2,Premium Flagship Shopper,45,Female,78416,205540,Apple,0.75,77.3,60.7,55.0,65.0,74.3,65.7,54.3,Flagship
CUST-4B7ED257,Lumbini Province,Rupandehi,2,Premium Flagship Shopper,43,Female,109667,225607,Tecno,0.25,56.6,40.9,67.3,43.4,53.7,56.0,83.1,Flagship
CUST-4B89356B,Lumbini Province,Eastern Rukum,1,Mainstream Mid-Range Shopper,43,Male,26475,72669,Apple,1.0,56.3,55.9,70.5,42.9,50.2,64.3,52.8,Mid
CUST-4B8ED86D,Lumbini Province,Eastern Rukum,2,Premium Flagship Shopper,69,Male,117857,218384,Xiaomi,1.0,50.6,48.5,67.6,43.5,53.4,58.3,83.3,Flagship
CUST-4B9910CB,Koshi Province,Morang,1,Mainstream Mid-Range Shopper,50,Male,35214,54849,Samsung,1.0,43.9,43.4,40.4,54.3,58.7,58.4,69.6,Mid
CUST-4BA8300C,Lumbini Province,Dang,1,Mainstream Mid-Range Shopper,62,Male,29363,47524,Motorola,0.25,54.0,49.0,47.6,65.3,65.5,74.1,47.2,Mid
CUST-4BAAB018,Koshi Province,Morang,2,Premium Flagship Shopper,50,Female,108208,192682,Samsung,1.0,40.6,49.6,69.7,46.7,57.7,56.9,55.3,Flagship
CUST-4BC08BEF,Gandaki Province,Kaski,1,Mainstream Mid-Range Shopper,47,Male,40169,77231,Xiaomi,1.0,38.6,39.6,63.7,68.0,53.7,64.8,44.7,Mid
CUST-4BD32684,Madhesh Province,Dhanusha,3,Budget Buyer,51,Female,17443,22443,Xiaomi,1.0,63.1,42.3,45.2,45.6,49.5,49.2,68.5,Budget
CUST-4BDA8542,Lumbini Province,Eastern Rukum,2,Premium Flagship Shopper,38,Male,105168,218496,Apple,0.67,49.7,57.3,53.5,57.3,41.6,71.0,63.6,Flagship
CUST-4BE8718A,Bagmati Province,Chitwan,1,Mainstream Mid-Range Shopper,32,Female,34249,79854,Samsung,0.5,49.8,50.2,78.0,50.9,54.4,46.6,54.1,Mid
CUST-4BF10060,Gandaki Province,Syangja,1,Mainstream Mid-Range Shopper,51,Female,35553,87528,Samsung,0.8,55.4,53.2,48.2,66.4,38.2,61.6,50.8,Mid
CUST-4C05DD7E,Lumbini Province,Rupandehi,0,Hardcore Gamer (Flagship),56,Female,44432,88830,Oppo,1.0,76.9,53.4,55.2,71.4,61.6,55.8,51.2,Mid
CUST-4C0B48D3,Sudurpashchim Province,Kanchanpur,1,Mainstream Mid-Range Shopper,53,Female,42372,71172,Vivo,0.33,48.0,58.4,50.0,57.7,54.7,62.7,53.8,Mid
CUST-4C0BB696,Bagmati Province,Dhading,1,Mainstream Mid-Range Shopper,47,Other,43963,57246,Samsung,0.5,40.7,47.9,55.7,60.1,47.9,61.1,53.1,Mid
CUST-4C0EFD47,Gandaki Province,Kaski,2,Premium Flagship Shopper,27,Male,100833,224829,Samsung,0.67,48.4,37.4,65.6,55.1,50.4,53.8,64.3,Flagship
CUST-4C122D53,Bagmati Province,Bhaktapur,1,Mainstream Mid-Range Shopper,68,Male,42720,87258,Samsung,0.75,48.8,53.0,59.6,52.5,40.8,51.4,72.3,Mid
CUST-4C1F3A77,Lumbini Province,Dang,1,Mainstream Mid-Range Shopper,52,Female,30945,74724,Apple,0.67,52.7,60.5,75.7,43.5,50.1,58.0,49.7,Mid
CUST-4C3400A9,Madhesh Province,Parsa,1,Mainstream Mid-Range Shopper,37,Male,25831,87206,Apple,0.8,45.8,60.9,64.1,58.1,42.8,61.9,61.6,Mid
CUST-4C345225,Madhesh Province,Dhanusha,1,Mainstream Mid-Range Shopper,63,Male,30151,71702,Infinix,0.5,47.3,53.4,54.0,55.0,68.1,72.3,65.6,Mid
CUST-4C380DD9,Bagmati Province,Sindhuli,3,Budget Buyer,51,Female,17961,22961,Apple,0.0,51.4,59.9,54.0,46.2,43.0,78.4,73.4,Budget
CUST-4C380FBE,Madhesh Province,Rautahat,1,Mainstream Mid-Range Shopper,46,Male,32966,86872,Apple,0.67,62.7,57.4,74.2,62.8,58.9,62.2,61.0,Mid
CUST-4C404572,Lumbini Province,Rupandehi,1,Mainstream Mid-Range Shopper,30,Female,42597,75101,Samsung,0.0,51.4,62.6,54.6,62.6,57.3,63.2,53.7,Mid
CUST-4C69094A,Madhesh Province,Saptari,1,Mainstream Mid-Range Shopper,43,Female,35265,80318,Apple,0.67,39.2,100.0,43.2,61.5,38.6,70.0,39.7,Mid
CUST-4C73E3AB,Bagmati Province,Lalitpur,1,Mainstream Mid-Range Shopper,38,Male,35460,52723,Nokia,1.0,41.1,50.7,52.5,67.0,48.4,59.5,42.4,Mid
CUST-4C7F1B82,Gandaki Province,Nawalpur,1,Mainstream Mid-Range Shopper,45,Female,27808,48806,Oppo,0.75,46.5,55.8,52.5,67.8,69.5,74.9,56.4,Mid
CUST-4C9FB7AC,Bagmati Province,Ramechhap,1,Mainstream Mid-Range Shopper,39,Male,42550,71919,Xiaomi,0.33,46.5,81.8,54.2,61.0,36.7,59.3,62.3,Mid
CUST-4CCC3B98,Lumbini Province,Eastern Rukum,1,Mainstream Mid-Range Shopper,43,Female,30655,64023,Realme,0.25,52.8,45.5,59.6,64.1,64.5,67.3,62.8,Mid
CUST-4CE69206,Bagmati Province,Lalitpur,2,Premium Flagship Shopper,42,Male,75164,219720,Apple,0.4,58.0,53.6,52.9,64.2,78.9,83.5,58.5,Flagship
CUST-4D03E107,Bagmati Province,Nuwakot,1,Mainstream Mid-Range Shopper,33,Male,43511,87339,Samsung,0.67,43.9,56.6,54.6,50.9,44.7,53.9,78.6,Mid
CUST-4D09B2F9,Lumbini Province,Pyuthan,0,Hardcore Gamer (Flagship),60,Male,37212,53216,Oppo,1.0,91.4,59.9,47.1,62.7,65.6,43.6,57.0,Flagship
CUST-4D139EFA,Bagmati Province,Kavrepalanchok,1,Mainstream Mid-Range Shopper,39,Male,31081,57547,Xiaomi,1.0,46.7,46.3,80.5,49.3,45.2,41.5,58.5,Mid
CUST-4D1E42B7,Lumbini Province,Banke,2,Premium Flagship Shopper,60,Female,98590,217543,Apple,0.67,60.5,55.2,68.9,49.8,57.5,70.0,57.8,Flagship
CUST-4D292025,Lumbini Province,Rupandehi,1,Mainstream Mid-Range Shopper,46,Female,39829,46727,Oneplus,1.0,41.2,47.7,63.4,55.3,65.9,57.2,63.5,Mid
CUST-4D3ECE92,Bagmati Province,Bhaktapur,1,Mainstream Mid-Range Shopper,43,Female,23612,75332,Realme,1.0,42.8,58.2,67.3,49.1,37.5,57.7,70.7,Mid
CUST-4D4BA163,Koshi Province,Jhapa,1,Mainstream Mid-Range Shopper,43,Female,38422,52353,Honor,0.67,50.5,58.4,54.2,60.7,77.5,55.6,53.8,Mid
CUST-4D4EE28E,Bagmati Province,Nuwakot,1,Mainstream Mid-Range Shopper,36,Male,32006,46478,Xiaomi,0.2,45.0,39.1,52.5,72.0,40.3,45.6,35.0,Mid
CUST-4D51004A,Sudurpashchim Province,Achham,2,Premium Flagship Shopper,44,Male,103552,180403,Oneplus,0.67,57.7,49.9,52.4,76.8,58.7,64.4,31.7,Flagship
CUST-4D55E68A,Lumbini Province,Dang,3,Budget Buyer,53,Male,17129,22129,Samsung,1.0,42.6,49.2,53.1,72.4,54.1,54.7,39.5,Budget
CUST-4D5900FE,Madhesh Province,Dhanusha,2,Premium Flagship Shopper,31,Male,87329,241875,Vivo,0.5,42.6,62.2,53.8,54.6,44.3,44.1,63.3,Flagship
CUST-4D602C4F,Gandaki Province,Gorkha,1,Mainstream Mid-Range Shopper,49,Male,39173,69518,Xiaomi,0.8,44.3,42.9,49.7,61.9,71.5,55.9,55.1,Mid
CUST-4D69C5EA,Bagmati Province,Bhaktapur,1,Mainstream Mid-Range Shopper,31,Female,27437,58798,Oppo,1.0,58.0,55.2,78.4,46.0,55.7,53.9,47.3,Mid
CUST-4D72B993,Karnali Province,Kalikot,1,Mainstream Mid-Range Shopper,50,Male,33524,53302,Tecno,0.75,49.8,53.8,63.7,49.2,44.6,61.6,52.6,Mid
CUST-4D81E993,Bagmati Province,Kathmandu,2,Premium Flagship Shopper,54,Female,76123,137731,Apple,1.0,53.6,64.4,49.6,61.8,65.9,67.6,55.3,Flagship
CUST-4D8D72B8,Madhesh Province,Saptari,1,Mainstream Mid-Range Shopper,33,Male,20116,88567,Samsung,0.33,51.5,55.0,49.1,55.7,80.6,78.1,48.0,Mid
CUST-4D9B3D13,Madhesh Province,Dhanusha,1,Mainstream Mid-Range Shopper,49,Female,30582,81730,Oppo,0.5,51.5,93.2,50.6,50.0,49.2,60.8,53.4,Mid
CUST-4DB4824D,Madhesh Province,Dhanusha,1,Mainstream Mid-Range Shopper,48,Male,20687,65297,Xiaomi,0.5,41.8,39.2,70.7,51.3,42.7,46.2,65.6,Mid
CUST-4DC02EE2,Sudurpashchim Province,Dadeldhura,2,Premium Flagship Shopper,45,Female,103737,189246,Xiaomi,0.33,49.6,54.0,56.6,60.0,62.2,49.1,57.9,Flagship
CUST-4DC976D2,Madhesh Province,Parsa,1,Mainstream Mid-Range Shopper,44,Female,34738,53373,Xiaomi,0.75,51.9,93.3,58.4,40.0,50.5,75.7,49.2,Mid
CUST-4DCB367D,Sudurpashchim Province,Bajhang,2,Premium Flagship Shopper,51,Female,115415,226874,Samsung,1.0,40.5,46.3,78.3,51.5,50.5,53.0,65.1,Flagship
CUST-4DD2CC2D,Lumbini Province,Rupandehi,2,Premium Flagship Shopper,49,Female,114760,224124,Samsung,0.33,49.9,56.6,83.6,57.2,55.7,48.7,54.4,Flagship
CUST-4DDD3E4D,Bagmati Province,Bhaktapur,2,Premium Flagship Shopper,51,Male,87080,232342,Xiaomi,1.0,51.1,37.0,85.8,41.3,51.4,54.3,57.8,Flagship
CUST-4DE5174A,Koshi Province,Udayapur,2,Premium Flagship Shopper,36,Male,76332,178179,Oppo,0.67,49.4,60.0,38.4,59.3,75.9,63.6,52.4,Flagship
CUST-4DEB7712,Bagmati Province,Chitwan,1,Mainstream Mid-Range Shopper,39,Female,39780,86830,Xiaomi,0.6,55.0,48.8,51.4,71.4,42.4,64.1,56.3,Mid
CUST-4DEC1C1E,Madhesh Province,Sarlahi,1,Mainstream Mid-Range Shopper,39,Female,39954,82862,Samsung,1.0,52.2,48.8,57.8,53.6,52.0,56.1,70.7,Mid
CUST-4DF70519,Bagmati Province,Chitwan,0,Hardcore Gamer (Flagship),45,Male,110526,154919,Apple,1.0,95.3,56.9,43.2,73.1,83.5,58.4,61.4,Flagship
CUST-4E020C5E,Lumbini Province,Banke,3,Budget Buyer,41,Male,16645,24919,Xiaomi,1.0,57.6,51.9,49.4,52.3,56.6,56.5,64.9,Budget
CUST-4E02CCB7,Bagmati Province,Kavrepalanchok,1,Mainstream Mid-Range Shopper,36,Female,36524,74807,Samsung,1.0,63.1,47.5,55.4,68.8,62.0,74.3,54.4,Mid
CUST-4E0A4BE4,Koshi Province,Udayapur,1,Mainstream Mid-Range Shopper,42,Female,21650,76813,Xiaomi,0.5,46.6,54.8,56.6,62.2,70.3,50.9,62.3,Mid
CUST-4E13BE6B,Koshi Province,Bhojpur,2,Premium Flagship Shopper,40,Female,98478,148038,Samsung,0.33,53.7,54.7,46.2,66.3,56.4,55.4,49.1,Flagship
CUST-4E188D50,Karnali Province,Kalikot,1,Mainstream Mid-Range Shopper,49,Female,41687,56793,Xiaomi,1.0,58.0,54.7,64.3,53.5,53.6,38.9,85.8,Mid
CUST-4E21F0F8,Bagmati Province,Chitwan,1,Mainstream Mid-Range Shopper,43,Male,37777,71443,Samsung,1.0,65.6,55.2,72.1,46.8,53.3,56.9,64.7,Mid
CUST-4E3E8485,Sudurpashchim Province,Achham,1,Mainstream Mid-Range Shopper,46,Male,39867,54007,Xiaomi,0.67,61.9,48.6,59.1,49.1,49.9,53.3,65.2,Mid
CUST-4E41AEF4,Gandaki Province,Myagdi,2,Premium Flagship Shopper,42,Female,93928,167765,Apple,1.0,60.8,59.1,50.2,60.8,60.0,77.1,45.0,Flagship
CUST-4E4794DF,Sudurpashchim Province,Achham,2,Premium Flagship Shopper,58,Male,73787,141220,Samsung,0.33,54.1,77.3,48.1,63.2,53.2,73.6,55.7,Flagship
CUST-4E64DC8C,Madhesh Province,Parsa,2,Premium Flagship Shopper,42,Female,81854,178642,Apple,0.5,55.2,62.0,51.6,61.5,71.1,69.5,46.6,Flagship
CUST-4E7763DC,Koshi Province,Udayapur,3,Budget Buyer,49,Male,15819,32118,Oppo,0.67,54.9,55.5,48.5,62.8,67.8,60.6,40.1,Budget
CUST-4E85CC77,Madhesh Province,Rautahat,0,Hardcore Gamer (Flagship),35,Male,23110,79050,Apple,1.0,79.2,54.0,53.0,66.6,75.9,66.3,51.0,Mid
CUST-4E8C044A,Madhesh Province,Dhanusha,0,Hardcore Gamer (Flagship),37,Other,44395,70983,Vivo,1.0,84.8,60.9,54.8,76.6,74.0,51.0,55.3,Flagship
CUST-4E93E936,Lumbini Province,Kapilvastu,1,Mainstream Mid-Range Shopper,38,Male,32890,49259,Honor,0.75,58.1,36.0,71.1,37.8,49.3,55.1,56.3,Mid
CUST-4EA00F24,Gandaki Province,Nawalpur,1,Mainstream Mid-Range Shopper,36,Female,28878,70209,Samsung,0.67,57.4,50.2,83.8,55.4,63.4,57.2,58.6,Mid
CUST-4EA8740D,Koshi Province,Tehrathum,2,Premium Flagship Shopper,35,Female,79259,167882,Apple,1.0,46.0,56.6,53.4,32.7,56.2,72.7,62.6,Flagship
CUST-4EB28165,Bagmati Province,Sindhupalchok,2,Premium Flagship Shopper,37,Female,70280,154206,Oneplus,0.8,41.0,51.2,50.9,44.9,62.9,45.9,58.0,Flagship
CUST-4EB4D698,Madhesh Province,Sarlahi,1,Mainstream Mid-Range Shopper,30,Female,30596,46993,Samsung,0.8,56.3,49.6,48.9,69.9,58.5,59.3,45.8,Mid
CUST-4EB5E4D9,Koshi Province,Taplejung,1,Mainstream Mid-Range Shopper,38,Male,38900,84534,Oppo,0.2,49.5,49.6,51.0,75.2,47.9,67.7,42.1,Mid
CUST-4EBF8291,Madhesh Province,Mahottari,1,Mainstream Mid-Range Shopper,49,Female,40644,62339,Honor,0.33,50.8,77.1,48.7,49.7,54.8,59.2,67.5,Mid
CUST-4EC0FBF8,Madhesh Province,Dhanusha,1,Mainstream Mid-Range Shopper,53,Female,39797,67877,Realme,0.2,52.3,87.8,55.6,54.9,43.9,67.1,50.0,Mid
CUST-4EEA7918,Lumbini Province,Palpa,1,Mainstream Mid-Range Shopper,75,Female,28228,46059,Honor,1.0,60.2,50.7,49.4,78.2,44.8,57.5,55.4,Mid
CUST-4EF008DA,Koshi Province,Ilam,1,Mainstream Mid-Range Shopper,48,Male,42351,83948,Apple,0.67,50.7,61.5,53.3,58.4,53.3,83.8,47.5,Mid
CUST-4EF22328,Bagmati Province,Chitwan,1,Mainstream Mid-Range Shopper,42,Male,25495,84635,Vivo,1.0,37.3,61.7,66.4,45.0,42.1,44.9,67.5,Mid
CUST-4EF327B7,Lumbini Province,Banke,1,Mainstream Mid-Range Shopper,67,Female,42025,53776,Apple,0.25,48.7,56.1,48.5,70.8,50.4,66.0,29.2,Mid
CUST-4F025284,Lumbini Province,Rupandehi,0,Hardcore Gamer (Flagship),45,Male,20384,58509,Oppo,0.67,87.7,63.6,49.8,65.2,69.0,53.2,50.4,Flagship
CUST-4F0A4AA7,Bagmati Province,Sindhuli,1,Mainstream Mid-Range Shopper,48,Male,28313,68878,Tecno,1.0,58.1,88.8,68.5,48.9,45.0,59.9,49.2,Mid
CUST-4F1DA8C6,Bagmati Province,Lalitpur,1,Mainstream Mid-Range Shopper,39,Male,22733,74293,Huawei,1.0,44.6,60.8,57.8,60.8,73.6,56.5,56.1,Mid
CUST-4F257CDB,Lumbini Province,Rupandehi,1,Mainstream Mid-Range Shopper,36,Male,31318,85248,Oppo,0.33,34.5,58.4,48.9,63.5,77.5,57.8,47.8,Mid
CUST-4F2E893C,Karnali Province,Salyan,2,Premium Flagship Shopper,43,Female,84293,197248,Xiaomi,1.0,55.3,54.3,69.8,54.4,57.4,58.9,60.5,Flagship
CUST-4F2FACD8,Bagmati Province,Lalitpur,1,Mainstream Mid-Range Shopper,44,Male,25696,65675,Realme,0.0,45.8,44.5,63.7,40.4,53.8,43.5,65.0,Mid
CUST-4F35C44E,Koshi Province,Morang,1,Mainstream Mid-Range Shopper,61,Male,40031,48282,Realme,0.67,58.8,41.7,83.9,55.1,42.9,50.0,83.4,Mid
CUST-4F3AF621,Bagmati Province,Bhaktapur,2,Premium Flagship Shopper,41,Female,76966,130557,Samsung,0.2,40.0,54.1,44.8,57.3,44.2,55.6,61.5,Flagship
CUST-4F3BCC48,Lumbini Province,Gulmi,2,Premium Flagship Shopper,57,Male,73817,126924,Apple,0.75,56.9,60.2,85.2,57.9,46.4,64.1,57.6,Flagship
CUST-4F4430CA,Bagmati Province,Lalitpur,2,Premium Flagship Shopper,38,Male,85916,150157,Oneplus,1.0,53.0,49.7,44.7,64.9,77.9,57.6,43.7,Flagship
CUST-4F48E989,Sudurpashchim Province,Doti,1,Mainstream Mid-Range Shopper,45,Female,32903,51741,Samsung,0.67,49.9,54.1,52.7,70.7,65.0,49.8,49.4,Mid
CUST-4F52EA71,Koshi Province,Jhapa,1,Mainstream Mid-Range Shopper,48,Male,44878,49878,Samsung,1.0,47.5,49.8,50.0,78.2,48.7,57.2,41.6,Mid
CUST-4F5A43E5,Koshi Province,Tehrathum,1,Mainstream Mid-Range Shopper,40,Female,34897,49607,Vivo,0.8,58.8,50.2,61.2,50.7,58.0,46.3,54.7,Mid
CUST-4F604A23,Bagmati Province,Dolakha,2,Premium Flagship Shopper,43,Female,98939,201650,Apple,0.33,50.8,57.9,48.0,64.1,65.4,71.7,54.9,Flagship
CUST-4F647B57,Lumbini Province,Banke,1,Mainstream Mid-Range Shopper,43,Male,39726,87202,Xiaomi,1.0,47.3,44.9,61.7,51.5,56.9,49.2,78.6,Mid
CUST-4F716F4B,Karnali Province,Mugu,1,Mainstream Mid-Range Shopper,46,Male,34421,50673,Xiaomi,1.0,41.2,48.8,77.7,29.9,45.0,53.5,75.2,Mid
CUST-4F7E2CCA,Gandaki Province,Parbat,0,Hardcore Gamer (Flagship),30,Male,10843,21032,Oppo,0.6,90.1,47.8,43.2,56.8,81.8,51.7,46.8,Flagship
CUST-4F8124D8,Bagmati Province,Sindhuli,1,Mainstream Mid-Range Shopper,31,Male,44713,85891,Oneplus,0.5,52.0,51.1,65.6,54.5,54.5,59.6,72.6,Mid
CUST-4F92C9FD,Bagmati Province,Sindhuli,0,Hardcore Gamer (Flagship),54,Male,24083,83615,Xiaomi,0.67,90.2,49.2,48.0,65.3,66.7,52.5,46.5,Flagship
CUST-4FA1A328,Karnali Province,Mugu,3,Budget Buyer,42,Male,17306,22306,Realme,1.0,60.8,47.6,69.0,48.4,47.5,47.4,82.2,Budget
CUST-4FBA3AD1,Bagmati Province,Dhading,2,Premium Flagship Shopper,68,Female,80682,150178,Vivo,1.0,46.1,87.5,44.8,56.3,65.1,53.3,43.3,Flagship
CUST-4FBF0A59,Madhesh Province,Dhanusha,1,Mainstream Mid-Range Shopper,47,Female,37772,63560,Oppo,1.0,59.2,93.7,45.5,54.3,52.7,63.5,41.1,Mid
CUST-4FC57D1B,Gandaki Province,Lamjung,1,Mainstream Mid-Range Shopper,41,Male,21310,63691,Samsung,0.4,56.2,51.7,67.8,36.8,53.9,56.3,65.7,Mid
CUST-4FF0B6A2,Gandaki Province,Kaski,0,Hardcore Gamer (Flagship),45,Male,23673,74874,Honor,0.0,84.0,53.7,52.0,75.1,74.4,52.7,57.7,Flagship
CUST-4FF21701,Bagmati Province,Chitwan,2,Premium Flagship Shopper,39,Male,79968,244591,Samsung,0.75,44.3,49.8,49.7,77.9,55.3,67.8,39.5,Flagship
CUST-5003DC35,Lumbini Province,Pyuthan,1,Mainstream Mid-Range Shopper,62,Female,30606,71044,Samsung,0.33,52.9,49.7,75.0,45.4,46.2,57.6,65.9,Mid
CUST-501119F3,Koshi Province,Jhapa,2,Premium Flagship Shopper,50,Female,84663,197095,Samsung,1.0,38.2,84.2,59.1,53.6,47.5,73.7,50.6,Flagship
CUST-50168188,Bagmati Province,Rasuwa,2,Premium Flagship Shopper,65,Female,79718,199781,Realme,0.75,53.4,42.9,88.7,57.2,45.3,52.4,69.1,Flagship
CUST-50171C87,Madhesh Province,Mahottari,1,Mainstream Mid-Range Shopper,48,Male,24667,89795,Realme,1.0,55.8,53.9,51.7,43.3,49.3,56.1,75.7,Mid
CUST-501913D9,Lumbini Province,Banke,1,Mainstream Mid-Range Shopper,35,Female,44016,85212,Xiaomi,0.67,40.3,87.8,57.9,57.5,57.2,58.0,69.2,Mid
CUST-501CD496,Karnali Province,Dolpa,1,Mainstream Mid-Range Shopper,54,Female,30089,80437,Apple,0.25,36.8,58.4,73.0,31.3,45.6,62.7,60.1,Mid
CUST-502723F0,Lumbini Province,Rupandehi,3,Budget Buyer,62,Male,11833,23810,Xiaomi,0.67,49.8,49.2,57.7,57.1,67.8,60.0,61.2,Budget
CUST-50415EE9,Karnali Province,Humla,1,Mainstream Mid-Range Shopper,47,Female,32103,87341,Samsung,1.0,46.2,50.0,54.1,77.8,49.6,62.3,44.3,Mid
CUST-506F82AB,Lumbini Province,Banke,1,Mainstream Mid-Range Shopper,35,Female,41050,63916,Huawei,1.0,54.1,53.8,59.4,51.2,57.4,48.3,84.7,Mid
CUST-5085C98C,Koshi Province,Ilam,2,Premium Flagship Shopper,40,Female,103667,239032,Apple,1.0,53.1,55.7,61.1,70.1,65.7,59.4,39.8,Flagship
CUST-50B102EC,Bagmati Province,Kathmandu,1,Mainstream Mid-Range Shopper,69,Male,36482,79522,Apple,1.0,44.7,62.2,48.7,68.8,72.8,58.2,47.4,Mid
CUST-50C2D105,Bagmati Province,Dhading,1,Mainstream Mid-Range Shopper,56,Female,24602,79691,Realme,0.33,53.2,45.3,70.3,53.5,43.3,41.5,73.8,Mid
CUST-50F99CCA,Lumbini Province,Parasi,1,Mainstream Mid-Range Shopper,38,Male,43713,53438,Apple,1.0,50.0,58.7,45.5,49.3,50.5,67.4,63.2,Mid
CUST-51075E41,Bagmati Province,Bhaktapur,1,Mainstream Mid-Range Shopper,60,Female,28232,58533,Oppo,0.33,59.7,60.4,53.3,51.1,50.7,55.4,74.4,Mid
CUST-51093C07,Lumbini Province,Bardiya,2,Premium Flagship Shopper,38,Female,74537,178417,Xiaomi,0.67,54.1,73.6,45.4,48.9,50.9,55.8,62.3,Flagship
CUST-51099D64,Madhesh Province,Dhanusha,1,Mainstream Mid-Range Shopper,71,Male,27983,53121,Oneplus,0.67,46.0,53.9,71.9,51.5,47.9,56.0,69.1,Mid
CUST-51126E29,Lumbini Province,Gulmi,1,Mainstream Mid-Range Shopper,36,Female,42725,61768,Xiaomi,1.0,55.0,62.9,47.7,76.8,49.8,58.3,47.0,Mid
CUST-511D6A42,Koshi Province,Sankhuwasabha,2,Premium Flagship Shopper,43,Female,72102,193990,Xiaomi,1.0,48.6,40.5,52.8,65.1,52.4,58.9,49.7,Flagship
CUST-51302F1F,Bagmati Province,Chitwan,1,Mainstream Mid-Range Shopper,45,Female,33050,72735,Samsung,0.5,50.8,47.7,47.3,64.7,53.1,55.7,38.9,Mid
